Feature ID	Taxon
1518534	d__Eukaryota;k__Metazoa;p__Arthropoda;c__Insecta;o__Diptera;f__Culicidae;g__Anopheles;s__Anopheles coluzzii
151895	d__Bacteria;k__Bacteria;p__Bacteroidota;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Pseudopedobacter;s__Pseudopedobacter saltans
1519	d__Bacteria;k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium tyrobutyricum
1519356	d__Bacteria;k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomonadales;f__Hyphomonadaceae;g__Ponticaulis;s__uncultured Ponticaulis sp.
1519377	d__Bacteria;k__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Geobacillus;s__Geobacillus sp. LC300
1519471	d__Bacteria;k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Kitasatosporales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces sp. NRRL S-4
1519565	d__Eukaryota;k__containing p__Bacillariophyta;p__Bacillariophyta;c__Bacillariophyceae;o__Naviculales;f__Naviculaceae;g__Fistulifera;s__Fistulifera solaris
151985	d__Bacteria;k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Rhodocyclales;f__Rhodocyclaceae;g__containing s__uncultured Rhodocyclaceae bacterium;s__uncultured Rhodocyclaceae bacterium
1520	d__Bacteria;k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium beijerinckii
1520670	d__Bacteria;k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacteroides;s__[Mycobacterium] stephanolepidis
1521	d__Bacteria;k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Ruminiclostridium;s__Ruminiclostridium cellulolyticum
1521116	d__Eukaryota;k__Metazoa;p__Arthropoda;c__Insecta;o__Diptera;f__Culicidae;g__Anopheles;s__Anopheles marshallii
1521117	d__Bacteria;k__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Myxococcaceae;g__Corallococcus;s__Corallococcus sp. EGB
152142	d__Bacteria;k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycolicibacterium;s__Mycolicibacterium holsaticum
1521768	d__Bacteria;k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Nitrobacteraceae;g__Bradyrhizobium;s__Bradyrhizobium sp. WD16
1522	d__Bacteria;k__Bacteria;p__Bacillota;c__Erysipelotrichia;o__Erysipelotrichales;f__Coprobacillaceae;g__Thomasclavelia;s__[Clostridium] innocuum
1522002	d__Bacteria;k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces succiniciruminis
1522189	d__Eukaryota;k__Fungi;p__Basidiomycota;c__Exobasidiomycetes;o__Ceraceosorales;f__Ceraceosoraceae;g__Ceraceosorus;s__Ceraceosorus guamensis
1522312	d__Bacteria;k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Kingella;s__Kingella negevensis
152260	d__Bacteria;k__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Chloroflexales;f__Chloroflexaceae;g__Chloroflexus;s__Chloroflexus aggregans
1522671	d__Bacteria;k__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__Dehalococcoidaceae;g__Dehalococcoides;s__Dehalococcoides sp. UCH007
152268	d__Bacteria;k__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Metabacillus;s__Metabacillus litoralis
1522758	d__Bacteria;k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Kitasatosporales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces sp. ADI95-16
152297	d__Bacteria;k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Alteromonadales;f__Pseudoalteromonadaceae;g__Pseudoalteromonas;s__Pseudoalteromonas issachenkonii
152316	d__Eukaryota;k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Sporocadaceae;g__Truncatella;s__Truncatella angustata
152331	d__Bacteria;k__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lentilactobacillus;s__Lentilactobacillus parabuchneri
1523415	d__Bacteria;k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__Sphingomonas sp. AAP5
1524	d__Bacteria;k__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Tyzzerella;s__[Clostridium] piliforme
1524258	d__Bacteria;k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Oceanospirillales;f__Oceanospirillaceae;g__Aliamphritea;s__Aliamphritea ceti
152480	d__Bacteria;k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia;s__Burkholderia ambifaria
1524976	d__Bacteria;k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__containing s__Pasteurellaceae bacterium Orientalotternb1;s__Pasteurellaceae bacterium Orientalotternb1
1525	d__Bacteria;k__Bacteria;p__Bacillota;c__Clostridia;o__Moorellales;f__Moorellaceae;g__Moorella;s__Moorella thermoacetica
152507	d__Bacteria;k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__containing s__uncultured Actinomycetes bacterium;f__containing s__uncultured Actinomycetes bacterium;g__containing s__uncultured Actinomycetes bacterium;s__uncultured Actinomycetes bacterium
152509	d__Bacteria;k__Bacteria;p__Bacteroidota;c__containing s__uncultured Bacteroidetes bacterium;o__containing s__uncultured Bacteroidetes bacterium;f__containing s__uncultured Bacteroidetes bacterium;g__containing s__uncultured Bacteroidetes bacterium;s__uncultured Bacteroidetes bacterium
1526114	d__Archaea;k__Archaea;p__Euryarchaeota;c__Halobacteria;o__Haloferacales;f__Halorubraceae;g__Halorubrum;s__Halorubrum pallidum
1526412	d__Bacteria;k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium endophyticum
1526571	d__Bacteria;k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Alteromonadales;f__Alteromonadaceae;g__Lacimicrobium;s__Lacimicrobium alkaliphilum
1526572	d__Bacteria;k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Parvularculales;f__Parvularculaceae;g__Aquisalinus;s__Aquisalinus flavus
1526658	d__Bacteria;k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Boseaceae;g__Bosea;s__Bosea vaviloviae
152682	d__Bacteria;k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__Sphingomonas melonis
1526927	d__Bacteria;k__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Planococcus;s__Planococcus sp. PAMC 21323
152759	d__Eukaryota;k__Viridiplantae;p__Streptophyta;c__Magnoliopsida;o__Asparagales;f__Iridaceae;g__Tritonia;s__Tritonia disticha
152794	d__Bacteria;k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium efficiens
1528	d__Bacteria;k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Eubacteriaceae;g__Eubacterium;s__Eubacterium barkeri
1528098	d__Bacteria;k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rickettsiales;f__containing s__Rickettsiales bacterium Ac37b;g__containing s__Rickettsiales bacterium Ac37b;s__Rickettsiales bacterium Ac37b
1528099	d__Bacteria;k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Lawsonellaceae;g__Lawsonella;s__Lawsonella clevelandensis
1528104	d__Bacteria;k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Geodermatophilales;f__Geodermatophilaceae;g__Geodermatophilus;s__Geodermatophilus sp. DSM 44513
1528693	d__Bacteria;k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia;s__Burkholderia sp. AD24
1529	d__Bacteria;k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium cadaveris
1529068	d__Bacteria;k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Paracoccaceae;g__Paracoccus;s__Paracoccus tegillarcae
1529069	d__Bacteria;k__Bacteria;p__Bacteroidota;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Polaribacter;s__Polaribacter sp. BM10
1529436	d__Eukaryota;k__Metazoa;p__Echinodermata;c__Crinoidea;o__Comatulida;f__Comatulidae;g__Anneissia;s__Anneissia japonica
152947	d__Eukaryota;k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Lactarius;s__Lactarius tabidus
152966	d__Eukaryota;k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Russula;s__Russula olivacea
1530	d__Bacteria;k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium carnis
1530123	d__Bacteria;k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter seifertii
1531	d__Bacteria;k__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster clostridioformis
1531429	d__Bacteria;k__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Berryella;s__Berryella intestinalis
153151	d__Bacteria;k__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Parageobacillus;s__Parageobacillus toebii
153152	d__Bacteria;k__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__uncultured Lactobacillus sp.
1532	d__Bacteria;k__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia coccoides
1532023	d__Bacteria;k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;g__Qipengyuania;s__Qipengyuania sediminis
153251	d__Eukaryota;k__containing p__Ciliophora;p__Ciliophora;c__containing g__Cryptocaryon;o__containing g__Cryptocaryon;f__containing g__Cryptocaryon;g__Cryptocaryon;s__Cryptocaryon irritans
1532552	d__Bacteria;k__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Anaerobacillus;s__Anaerobacillus isosaccharinicus
1532555	d__Bacteria;k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas;s__Brevundimonas sp. DS20
1532905	d__Bacteria;k__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillus sp. CAA11
1533	d__Bacteria;k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium fallax
1534	d__Bacteria;k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium kluyveri
1534348	d__Bacteria;k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycolicibacterium;s__Mycolicibacterium sarraceniae
1534349	d__Bacteria;k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycolicibacterium;s__Mycolicibacterium helvum
1534743	d__Bacteria;k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Vibrionales;f__Vibrionaceae;g__Vibrio;s__Vibrio hyugaensis
153491	d__Bacteria;k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Alysiella;s__Alysiella crassa
153493	d__Bacteria;k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Conchiformibius;s__Conchiformibius steedae
153496	d__Bacteria;k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae;g__Kozakia;s__Kozakia baliensis
1535	d__Bacteria;k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__containing s__[Clostridium] leptum;s__[Clostridium] leptum
1535204	d__Bacteria;k__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Metabacillus;s__Metabacillus endolithicus
1535208	d__Bacteria;k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Dermacoccaceae;g__Barrientosiimonas;s__Barrientosiimonas endolithica
1535768	d__Bacteria;k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Kitasatosporales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces lunaelactis
1535962	d__Archaea;k__Archaea;p__Candidatus Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomassiliicoccaceae;g__containing s__Methanomassiliicoccaceae archaeon DOK;s__Methanomassiliicoccaceae archaeon DOK
1536648	d__Bacteria;k__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__containing g__Dehalogenimonas;f__containing g__Dehalogenimonas;g__Dehalogenimonas;s__Dehalogenimonas etheniformans
1536769	d__Bacteria;k__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillus sp. FSL P4-0081
1536770	d__Bacteria;k__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillus sp. FSL R5-0345
1536771	d__Bacteria;k__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillus sp. FSL R5-0912
1536772	d__Bacteria;k__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillus sp. FSL R7-0273
1536773	d__Bacteria;k__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillus sp. FSL R7-0331
1536774	d__Bacteria;k__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillus sp. FSL H7-0357
1536775	d__Bacteria;k__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillus sp. FSL H7-0737
15368	d__Eukaryota;k__Viridiplantae;p__Streptophyta;c__Magnoliopsida;o__Poales;f__Poaceae;g__Brachypodium;s__Brachypodium distachyon
1537215	d__Bacteria;k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Paracoccaceae;g__Pseudooceanicola;s__Pseudooceanicola algae
1537274	d__Bacteria;k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Janthinobacterium;s__Janthinobacterium sp. HH102
1537400	d__Bacteria;k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Neisseriales;f__Chromobacteriaceae;g__Aquitalea;s__Aquitalea aquatilis
1538	d__Bacteria;k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium ljungdahlii
153809	d__Bacteria;k__Bacteria;p__Pseudomonadota;c__containing s__uncultured proteobacterium;o__containing s__uncultured proteobacterium;f__containing s__uncultured proteobacterium;g__containing s__uncultured proteobacterium;s__uncultured proteobacterium
1538159	d__Bacteria;k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Rhizobiaceae;g__Rhizobium;s__Rhizobium hidalgonense
1538553	d__Bacteria;k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylococcaceae;g__Methylomonas;s__Methylomonas denitrificans
1538644	d__Bacteria;k__Bacteria;p__Bacteroidota;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Sphingobacterium;s__Sphingobacterium sp. ML3W
1538705	d__Eukaryota;k__Metazoa;p__Nematoda;c__Chromadorea;o__Rhabditida;f__Diplogasteridae;g__Rhabditidoides;s__Rhabditidoides sp. VS-2014
1539298	d__Bacteria;k__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Spirochaetales;f__Treponemataceae;g__Treponema;s__Treponema sp. OMZ 838
153939	d__Bacteria;k__Bacteria;p__containing s__uncultured sulfate-reducing bacterium;c__containing s__uncultured sulfate-reducing bacterium;o__containing s__uncultured sulfate-reducing bacterium;f__containing s__uncultured sulfate-reducing bacterium;g__containing s__uncultured sulfate-reducing bacterium;s__uncultured sulfate-reducing bacterium
154	d__Bacteria;k__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae;g__Spirochaeta;s__Spirochaeta thermophila
154017	d__Eukaryota;k__Metazoa;p__Arthropoda;c__Insecta;o__Coleoptera;f__Chrysomelidae;g__Plagiodera;s__Plagiodera versicolora
154046	d__Bacteria;k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Hungatella;s__Hungatella hathewayi
1540872	d__Bacteria;k__Bacteria;p__Candidatus Gracilibacteria;c__containing s__Candidatus Gracilibacteria bacterium HOT-871;o__containing s__Candidatus Gracilibacteria bacterium HOT-871;f__containing s__Candidatus Gracilibacteria bacterium HOT-871;g__containing s__Candidatus Gracilibacteria bacterium HOT-871;s__Candidatus Gracilibacteria bacterium HOT-871
1541	d__Bacteria;k__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Terrisporobacter;s__Terrisporobacter mayombei
1541170	d__Bacteria;k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__Sphingomonas morindae
1541959	d__Bacteria;k__Bacteria;p__Mycoplasmatota;c__Candidatus Izimaplasma;o__containing s__Candidatus Izimaplasma bacterium HR1;f__containing s__Candidatus Izimaplasma bacterium HR1;g__containing s__Candidatus Izimaplasma bacterium HR1;s__Candidatus Izimaplasma bacterium HR1
1542	d__Bacteria;k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium novyi
1542171	d__Eukaryota;k__Metazoa;p__Arthropoda;c__Insecta;o__Coleoptera;f__Staphylinidae;g__Mycetoporus;s__Mycetoporus neotomae
1542390	d__Bacteria;k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Thiotrichales;f__Francisellaceae;g__Francisella;s__Francisella frigiditurris
1542539	d__Eukaryota;k__Metazoa;p__Arthropoda;c__Insecta;o__Hymenoptera;f__Megachilidae;g__Megachile;s__Megachile leachella
1542540	d__Eukaryota;k__Metazoa;p__Arthropoda;c__Insecta;o__Hymenoptera;f__Megachilidae;g__Megachile;s__Megachile ligniseca
1542580	d__Eukaryota;k__Metazoa;p__Arthropoda;c__Insecta;o__Hymenoptera;f__Andrenidae;g__Andrena;s__Andrena bucephala
1542730	d__Bacteria;k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Frateuria;s__Frateuria soli
1542737	d__Bacteria;k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Nocardioidaceae;g__Nocardioides;s__Nocardioides marmorisolisilvae
154288	d__Bacteria;k__Bacteria;p__Bacillota;c__Erysipelotrichia;o__Erysipelotrichales;f__Turicibacteraceae;g__Turicibacter;s__Turicibacter sanguinis
1543192	d__Eukaryota;k__Metazoa;p__Arthropoda;c__Malacostraca;o__Decapoda;f__Xanthidae;g__Pilodius;s__Pilodius granulatus
1543685	d__Eukaryota;k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Glomerellales;f__Glomerellaceae;g__Colletotrichum;s__Colletotrichum gigasporum
1543721	d__Bacteria;k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__containing g__Sedimenticola;f__containing g__Sedimenticola;g__Sedimenticola;s__Sedimenticola thiotaurini
1544730	d__Bacteria;k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Kribbellaceae;g__Kribbella;s__Kribbella qitaiheensis
1545044	d__Bacteria;k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Paracoccaceae;g__Paracoccus;s__Paracoccus sanguinis
1545138	d__Eukaryota;k__Metazoa;p__Arthropoda;c__Insecta;o__Hemiptera;f__Coreidae;g__Gonocerus;s__Gonocerus acuteangulatus
1545702	d__Bacteria;k__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus sp. wkB8
1545728	d__Bacteria;k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium sp. EPa45
1545742	d__Bacteria;k__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Christensenellaceae;g__Christensenella;s__uncultured Christensenella sp.
1546107	d__Bacteria;k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Kitasatosporales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces lydicamycinicus
1546536	d__Bacteria;k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Micrococcaceae;g__Arthrobacter;s__Arthrobacter sp. C2
154679	d__Eukaryota;k__Viridiplantae;p__Streptophyta;c__Magnoliopsida;o__Asparagales;f__Orchidaceae;g__Erycina;s__Erycina pusilla
1547	d__Bacteria;k__Bacteria;p__Bacillota;c__Erysipelotrichia;o__Erysipelotrichales;f__Coprobacillaceae;g__Thomasclavelia;s__Thomasclavelia ramosa
1547283	d__Bacteria;k__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus weihaiensis
1547445	d__Bacteria;k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Thiotrichales;f__Francisellaceae;g__Francisella;s__Francisella sp. FSC1006
1547448	d__Bacteria;k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Propionibacteriaceae;g__Arachnia;s__Arachnia rubra
1547487	d__Bacteria;k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium sp. ELW1
154765	d__Eukaryota;k__Viridiplantae;p__Streptophyta;c__Magnoliopsida;o__Poales;f__Poaceae;g__Cenchrus;s__Cenchrus purpureus
1547898	d__Archaea;k__Archaea;p__Euryarchaeota;c__Halobacteria;o__Haloferacales;f__Haloferacaceae;g__Haloplanus;s__Haloplanus rubicundus
1548	d__Bacteria;k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium scatologenes
154827	d__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Cypriniformes;f__Catostomidae;g__Xyrauchen;s__Xyrauchen texanus
1548547	d__Bacteria;k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__Woeseia;s__Woeseia oceani
1548548	d__Bacteria;k__Bacteria;p__containing c__Deltaproteobacteria;c__Deltaproteobacteria;o__Bradymonadales;f__Bradymonadaceae;g__Bradymonas;s__Bradymonas sediminis
1548703	d__Bacteria;k__Bacteria;p__containing s__bacterium enrichment culture clone cep-03;c__containing s__bacterium enrichment culture clone cep-03;o__containing s__bacterium enrichment culture clone cep-03;f__containing s__bacterium enrichment culture clone cep-03;g__containing s__bacterium enrichment culture clone cep-03;s__bacterium enrichment culture clone cep-03
154970	d__Eukaryota;k__containing o__Rotosphaerida;p__containing o__Rotosphaerida;c__containing o__Rotosphaerida;o__Rotosphaerida;f__Nucleariidae;g__Nuclearia;s__Nuclearia simplex
154981	d__Bacteria;k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Paracoccaceae;g__Aliiroseovarius;s__Aliiroseovarius crassostreae
1549850	d__Bacteria;k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Paracoccaceae;g__Thioclava;s__Thioclava electrotropha
1549855	d__Bacteria;k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodospirillales;f__Novispirillaceae;g__Haematospirillum;s__Haematospirillum jordaniae
1549858	d__Bacteria;k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__Sphingomonas taxi
1549949	d__Bacteria;k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Nitrobacteraceae;g__Bradyrhizobium;s__Bradyrhizobium vignae
1550024	d__Bacteria;k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Ruthenibacterium;s__Ruthenibacterium lactatiformans
1550240	d__Bacteria;k__Bacteria;p__Bacillota;c__Clostridia;o__Thermoanaerobacterales;f__Thermoanaerobacteraceae;g__Thermoanaerobacterium;s__Thermoanaerobacterium sp. RBIITD
1550579	d__Bacteria;k__Bacteria;p__Bacteroidota;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Mucilaginibacter;s__Mucilaginibacter gotjawali
1550583	d__Eukaryota;k__containing p__Rhodophyta;p__Rhodophyta;c__Florideophyceae;o__Ceramiales;f__Ceramiaceae;g__Pterothamnion;s__Pterothamnion crispum
1550728	d__Bacteria;k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Blastomonas;s__Blastomonas fulva
1550733	d__Bacteria;k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Aquisediminimonas;s__Aquisediminimonas profunda
155077	d__Bacteria;k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Cellvibrionales;f__Cellvibrionaceae;g__Cellvibrio;s__Cellvibrio japonicus
155085	d__Bacteria;k__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus lutrae
1551544	d__Bacteria;k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Rhodocyclales;f__Zoogloeaceae;g__Thauera;s__Thauera sp. pCyN2
155177	d__Bacteria;k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Kitasatosporales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces yatensis
